89,182,47,100,8,0,0,100,-7,7,8,8,0,38,-7,2,2,4,-8,2,1,0,60
60,49,5,23,16,0,0,100,-7,7,8,16,3,31,0,1,1,40,82,6,3,0,90
69,72,8,44,19,0,0,100,-7,7,8,19,2,47,0,0,0,35,33,4,5,0,69
71,131,3,61,35,0,0,100,-7,7,8,37,5,50,-7,5,5,43,94,6,2,1,89
79,175,2,66,42,0,0,100,-7,7,8,43,6,16,0,1,1,3,96,4,2,1,27
72,111,6,79,9,2,2,92,23,5,2,24,1,67,-7,0,0,39,-8,4,-8,2,83
76,115,2,60,25,0,0,100,-7,7,8,27,2,27,0,3,3,14,-8,5,2,1,58
69,432,7,181,13,2,0,73,3,3,5,10,1,27,0,9,9,7,-8,1,1,0,60
58,126,8,58,3,2,2,75,70,6,2,5,2,50,0,1,1,-8,50,-8,2,-8,100
87,348,11,127,26,0,0,100,-7,7,8,26,1,27,0,3,3,14,48,2,3,1,50
75,301,11,117,14,0,0,93,7,4,6,10,1,20,-8,0,0,15,-8,5,1,0,75
77,175,8,54,13,1,1,100,-7,6,8,13,1,15,0,1,1,6,-8,2,1,0,75
76,190,23,98,24,0,0,100,-7,7,8,29,0,41,2,2,2,50,32,4,1,1,100
56,274,3,95,43,0,0,89,0,4,6,44,4,23,0,1,1,58,47,13,6,7,72
58,149,4,64,30,0,0,93,34,6,6,30,3,37,0,3,3,90,77,7,8,4,83
71,-8,5,79,14,0,0,87,7,4,6,15,1,67,15,0,0,58,71,3,3,1,86
75,136,33,74,17,0,0,100,-7,7,8,25,0,65,2,1,1,83,165,1,9,1,77
67,95,25,64,13,1,1,100,-7,6,8,13,0,85,-7,0,0,79,-8,2,1,1,100
70,56,8,26,8,0,0,88,11,4,6,8,1,38,0,1,1,3,82,1,3,0,100
90,274,11,106,32,0,0,100,-7,7,8,33,1,21,12,0,0,2,87,1,1,0,20
72,198,13,91,16,0,0,94,53,6,6,18,0,39,0,1,1,88,86,5,2,2,100
63,380,5,125,16,0,0,71,7,4,6,17,1,18,0,1,1,66,-8,4,1,3,50
62,393,6,155,17,0,0,94,1,4,6,17,2,41,5,0,0,64,-8,8,-8,1,89
70,201,2,114,9,7,7,75,38,6,2,13,2,31,6,0,0,2,-8,1,1,0,50
89,496,8,140,20,0,0,100,-7,7,8,22,1,0,0,2,1,7,-8,3,-8,0,27
84,184,32,97,25,0,0,96,45,6,6,25,0,32,-7,0,0,0,-8,0,1,-8,33
75,89,12,48,10,0,0,90,27,6,6,10,0,50,0,0,0,0,-8,0,1,-8,50
64,216,2,86,18,5,1,60,42,6,4,25,2,36,0,4,3,40,58,1,4,1,60
62,-8,14,45,9,5,4,82,29,0,5,11,0,27,-7,1,1,28,-8,3,2,0,63
92,490,61,127,10,0,0,100,-7,7,8,11,0,0,-8,0,0,0,-8,2,-8,0,25
73,261,8,101,14,1,0,82,4,4,5,17,2,29,-7,0,0,18,-8,3,2,0,56
87,178,26,96,33,0,0,100,-7,7,8,33,0,24,0,4,4,9,-8,4,-8,0,21
66,144,1,66,39,1,0,88,6,4,5,41,3,2,0,2,2,29,-8,6,1,1,33
70,164,3,55,14,4,4,100,-7,6,8,15,4,20,0,3,3,60,29,5,2,0,88
57,171,2,50,16,1,1,89,9,4,2,19,3,21,0,4,4,49,79,9,3,2,71
63,307,2,85,35,0,0,95,22,6,6,38,3,24,0,3,3,38,-8,5,1,2,50
85,198,39,132,5,0,0,100,-7,7,8,5,0,60,0,0,0,26,-8,1,1,0,100
81,243,1,89,41,0,0,100,-7,7,8,44,9,27,0,7,6,1,39,7,4,0,50
59,246,2,81,34,0,0,94,3,4,6,41,3,46,8,0,0,56,85,7,3,3,67
69,402,26,139,15,0,0,93,4,4,6,15,0,53,0,2,2,46,68,5,2,0,100
64,90,3,44,31,0,0,100,-7,7,8,34,1,38,6,1,1,50,87,9,4,5,93
61,111,1,25,9,1,1,100,-7,6,8,14,4,64,0,3,3,65,88,2,6,1,90
70,167,2,61,19,0,0,70,11,4,6,20,2,35,0,1,1,4,76,3,3,0,70
74,219,13,90,30,0,0,100,-7,7,8,30,0,33,0,2,2,28,-8,9,2,1,79
67,246,2,58,17,1,1,95,43,6,3,19,7,37,1,2,2,60,95,5,3,1,73
68,261,15,104,25,0,0,96,65,6,6,25,0,24,0,1,1,78,20,7,3,4,83
67,77,12,36,14,0,0,100,-7,7,8,14,0,14,1,1,1,53,-8,6,1,2,78
69,161,8,96,41,0,0,100,-7,7,8,46,1,18,0,2,2,26,85,8,3,3,48
74,158,2,58,36,1,1,97,-8,6,6,40,5,45,0,0,0,0,92,1,3,-8,57
84,112,3,55,15,0,0,93,-8,6,6,24,2,47,-7,0,0,3,-8,2,1,0,43
62,157,4,67,24,1,1,96,10,0,2,25,4,60,-7,4,3,59,62,4,4,2,73
70,168,2,109,41,0,0,98,67,6,6,10,1,21,1,1,1,82,-8,14,-8,8,71
67,204,9,53,38,0,0,100,-7,7,8,40,4,42,8,1,0,42,84,4,2,2,54
59,361,6,103,22,0,0,87,41,6,6,24,3,17,0,5,5,70,85,9,2,4,79
66,130,8,49,15,1,1,88,33,6,2,16,1,81,0,0,0,78,83,1,5,-8,100
77,187,2,63,35,0,0,100,-7,7,8,36,1,19,-7,0,0,13,-8,6,1,1,35
63,207,1,58,35,1,0,95,20,6,5,37,3,41,0,2,2,51,61,5,3,3,69
48,214,14,110,6,10,10,38,1,0,2,16,0,44,-7,1,1,77,-8,2,1,2,100
80,264,2,87,31,0,0,100,-7,7,8,34,5,9,-7,0,0,8,-8,4,-8,1,24
66,139,2,75,15,0,0,94,64,5,6,18,1,33,0,1,1,69,-8,8,1,1,100
70,267,10,121,15,0,0,94,52,6,6,16,2,56,0,4,4,77,-8,4,1,3,83
79,300,23,87,29,0,0,80,12,6,6,30,0,47,-8,0,0,0,-8,0,1,0,25
76,191,3,76,18,0,0,100,-7,7,8,18,3,50,-7,1,1,67,66,5,4,1,90
61,253,8,72,10,1,1,55,7,4,2,32,1,36,-7,1,1,78,-8,3,1,1,71
83,262,19,135,36,0,0,100,-7,7,8,37,0,27,19,0,0,38,47,11,2,1,76
61,177,7,87,10,1,0,91,3,3,5,12,1,45,8,0,0,75,48,3,4,1,100
67,43,1,21,9,0,0,100,-7,7,8,11,3,9,0,2,2,52,-8,6,-8,1,86
74,217,5,94,28,0,0,100,-7,6,8,30,1,57,0,2,2,72,-8,4,2,3,75
69,180,2,99,27,0,0,100,-7,7,8,19,1,20,2,3,3,81,-8,5,1,3,78
87,247,21,97,19,0,0,100,-7,7,8,20,0,45,0,0,0,3,39,1,1,0,33
73,198,6,66,22,1,0,96,30,6,5,23,4,43,0,0,0,18,55,8,2,1,83
72,191,29,89,29,0,0,100,-7,7,8,29,0,24,7,0,0,56,-8,9,1,6,83
82,127,2,87,33,0,0,97,-8,6,6,34,3,35,0,1,1,6,-8,2,1,0,50
75,98,3,56,20,0,0,95,69,6,6,20,2,20,0,0,0,16,-8,3,-8,1,33
86,184,15,77,39,0,0,100,-7,7,8,40,0,18,0,0,0,4,-8,11,1,0,57
79,289,7,81,19,0,0,100,-7,7,8,20,1,32,5,0,0,67,55,2,1,1,50
59,178,3,68,14,2,1,75,45,6,5,18,3,28,0,6,6,59,97,5,2,0,70
85,139,4,81,28,0,0,100,-7,7,8,29,1,45,-7,2,2,0,-8,0,2,0,40
58,8,2,4,1,0,0,100,-7,7,8,3,3,0,0,46,46,70,-8,3,-8,2,100
67,36,4,14,6,0,0,100,-7,7,8,6,3,67,0,3,0,41,88,1,3,-8,80
80,270,18,128,32,0,0,100,-7,7,8,32,0,38,0,0,0,25,31,3,6,1,77
65,176,1,19,18,0,0,100,-7,7,8,37,7,10,-7,4,4,38,100,8,2,2,59
58,280,5,97,33,0,0,88,5,4,6,34,5,21,0,1,1,47,75,7,4,2,79
73,184,5,69,13,0,0,85,5,4,6,13,1,23,0,2,2,8,92,1,2,0,43
82,178,1,78,24,0,0,92,36,6,6,26,4,27,5,1,1,7,100,5,3,0,57
78,218,6,80,48,0,0,100,-7,7,8,48,1,56,1,1,1,11,92,3,2,0,56
63,59,1,29,16,0,0,100,-7,7,8,17,3,53,0,2,2,100,92,5,4,4,100
71,266,7,118,12,1,1,100,-7,6,8,12,1,8,-7,1,1,1,-8,4,1,0,42
66,367,30,84,31,0,0,97,2,4,6,20,0,32,6,1,0,15,-8,3,2,0,31
77,119,4,52,30,0,0,100,-7,7,8,34,4,73,6,0,0,26,86,4,8,0,92
59,101,2,47,32,0,0,97,43,6,6,33,7,33,0,1,1,38,81,7,4,2,58
72,209,2,95,41,0,0,100,-7,7,8,42,3,38,0,1,1,42,-8,7,2,2,82
61,120,8,69,26,0,0,96,39,6,6,28,2,15,-7,4,4,90,71,5,2,3,100
85,207,8,102,21,0,0,100,-7,7,8,21,1,29,8,0,0,0,-8,2,1,0,67
61,93,2,36,12,0,0,100,-7,7,8,13,5,85,-7,5,5,103,97,1,3,1,100
80,163,3,71,33,0,0,100,-7,7,8,33,2,9,0,1,1,3,62,5,2,1,32
63,142,3,58,9,4,4,75,16,6,2,12,2,42,12,0,0,0,99,2,2,0,100
84,-8,6,62,23,0,0,100,-7,7,8,0,1,9,0,6,6,0,98,0,2,0,29
57,92,11,31,12,0,0,92,5,4,6,12,2,17,-7,1,1,87,-8,7,1,2,80
67,147,2,62,32,1,1,94,7,1,3,34,4,47,7,0,0,34,94,5,4,0,64
80,216,6,84,33,0,0,100,-7,7,8,33,2,27,0,4,4,2,140,3,1,0,57
78,220,2,76,52,0,0,98,35,6,6,56,2,33,2,2,2,13,-8,5,4,0,69
63,66,7,22,20,0,0,100,-7,7,8,16,4,10,4,1,1,47,38,8,2,1,79
87,-8,24,108,29,0,0,100,-7,7,8,0,0,41,4,5,5,5,63,3,3,0,67
60,125,6,45,39,0,0,95,6,4,6,39,3,18,0,1,1,27,54,7,6,2,42
66,-8,17,114,15,4,3,68,8,3,2,0,0,42,-7,0,0,8,75,3,2,0,83
78,65,2,28,15,0,0,100,-7,7,8,16,5,44,-7,1,1,3,54,2,3,0,50
84,168,4,66,15,0,0,100,-7,7,8,43,2,40,0,4,2,3,62,3,2,0,86
71,194,12,69,29,0,0,93,6,4,6,31,0,27,2,2,2,36,69,4,2,1,67
56,4,4,4,1,1,1,100,-7,7,8,2,1,100,0,2,1,-8,100,-8,1,-8,100
62,145,2,54,29,6,1,76,16,6,2,38,6,73,-7,0,0,91,85,4,7,0,100
56,180,8,74,29,2,2,87,2,1,3,32,4,30,-7,1,1,30,80,5,4,1,69
90,214,9,110,20,0,0,100,-7,7,8,22,2,9,-8,0,0,6,-8,2,-8,0,25
76,78,8,44,19,0,0,100,-7,7,8,11,3,42,-7,1,1,17,94,5,2,0,78
91,269,18,104,9,0,0,100,-7,7,8,9,0,44,4,1,1,1,-8,1,-8,0,33
63,278,19,89,37,0,0,95,3,4,6,38,0,24,0,3,3,30,-8,11,1,3,86
75,81,2,49,11,0,0,100,-7,7,8,12,1,58,0,1,1,63,99,4,2,1,100
80,342,4,68,28,0,0,100,-7,7,8,28,2,57,0,1,1,57,86,5,5,1,83
58,247,2,62,30,0,0,94,1,4,6,32,4,34,9,0,0,62,70,5,2,2,89
69,242,8,100,30,0,0,88,46,6,6,32,1,50,0,3,3,47,56,4,4,2,100
70,178,0,71,32,0,0,97,39,6,6,36,1,42,20,0,0,57,-8,5,4,2,75
82,220,5,59,26,0,0,100,-7,7,8,27,3,22,0,2,2,24,-8,4,1,1,63
80,267,15,69,9,1,0,80,30,6,5,14,0,30,-7,1,1,11,86,1,2,0,60
63,202,6,31,9,2,2,90,34,6,2,25,4,20,-7,1,1,49,81,6,2,1,89
54,131,10,72,9,1,1,67,1,4,3,12,2,25,0,3,3,91,-8,1,1,1,50
82,340,2,81,65,0,0,100,-7,7,8,84,11,44,1,3,3,21,56,6,4,0,48
85,211,5,73,19,0,0,100,-7,7,8,33,4,11,0,1,1,17,-8,3,1,0,33
60,62,1,36,4,0,0,50,6,4,6,6,1,17,-7,2,2,86,-8,2,1,1,75
72,38,6,17,17,0,0,100,-7,7,8,17,4,12,0,0,0,59,76,3,1,0,57
87,263,3,73,21,0,0,100,-7,7,8,21,3,24,9,0,0,13,62,3,2,0,42
88,207,14,71,17,0,0,100,-7,7,8,17,0,47,7,0,0,6,51,1,3,0,50
71,12,12,12,1,0,0,100,-7,7,8,1,0,100,0,2,2,-8,88,-8,1,-8,100
85,179,25,120,28,0,0,100,-7,7,8,28,0,89,0,1,1,0,20,0,7,-8,88
80,262,0,72,22,0,0,100,-7,7,8,24,1,17,0,1,1,20,74,5,1,2,38
80,250,5,92,40,0,0,100,-7,7,8,42,3,17,0,2,2,19,-8,7,1,1,45
57,142,8,61,44,0,0,84,6,4,6,44,1,16,0,8,8,45,-8,11,2,2,52
71,196,3,53,27,0,0,96,7,4,6,27,1,22,2,1,1,17,99,4,5,0,60
67,135,0,71,29,0,0,94,80,6,6,33,4,9,0,8,8,35,69,10,1,2,46
75,351,8,93,30,0,0,90,1,4,6,28,1,7,-7,1,1,9,-8,7,-8,0,57
84,217,19,94,25,0,0,100,-7,7,8,25,0,12,20,0,0,13,-8,1,-8,0,17
72,259,5,92,27,0,0,96,38,6,6,27,3,30,0,0,0,14,-8,3,3,1,47
73,129,9,63,14,0,0,100,-7,7,8,14,3,36,0,1,1,29,99,4,3,1,82
77,298,10,121,23,0,0,100,-7,7,8,24,2,25,1,3,3,48,87,5,1,1,67
63,294,16,146,11,4,1,59,8,4,4,17,0,18,0,0,0,34,-8,7,1,1,67
88,414,10,78,8,0,0,100,-7,7,8,8,1,25,0,0,0,8,43,1,1,0,40
65,193,1,59,6,2,2,100,-7,6,8,7,1,0,1,4,3,75,-8,2,-8,1,50
71,124,7,53,12,1,1,92,37,6,2,14,1,64,0,1,1,43,34,2,3,1,75
75,244,3,91,24,0,0,100,-7,7,8,24,2,38,0,2,2,57,-8,6,1,2,78
66,-8,7,63,23,0,0,96,31,6,6,25,3,24,-7,0,0,73,47,8,3,4,85
62,208,4,118,16,1,0,89,1,4,5,18,2,33,0,1,1,69,66,6,4,3,100
83,176,8,70,8,0,0,100,-7,7,8,8,3,50,0,0,0,38,91,2,2,0,80
66,290,6,118,40,1,0,86,21,5,5,42,2,31,5,0,0,79,76,11,2,5,82
77,127,2,62,11,0,0,100,-7,7,8,10,1,25,-7,3,3,28,43,3,2,1,83
85,275,2,83,15,0,0,100,-7,7,8,17,1,18,1,1,1,5,-8,2,-8,1,25
79,210,10,94,44,0,0,98,19,6,6,45,1,27,0,1,1,8,48,3,3,0,38
84,288,2,85,11,0,0,100,-7,7,8,13,1,38,17,1,0,20,-8,2,1,1,38
78,191,51,120,8,1,0,50,10,4,5,12,0,25,-7,1,1,0,-8,1,1,0,50
69,125,2,50,32,0,0,97,32,6,6,34,4,32,0,1,1,44,83,6,3,2,53
61,274,7,103,27,0,0,79,2,4,6,29,1,17,0,0,0,33,47,11,2,3,76
62,265,14,104,28,6,1,67,16,5,5,40,0,44,0,4,4,78,77,5,2,1,78
89,405,5,129,10,0,0,100,-7,7,8,11,1,45,-8,0,0,29,-8,2,1,0,100
62,275,0,95,30,0,0,87,1,4,6,38,4,24,17,0,0,43,47,8,2,5,63
66,142,9,46,5,1,1,83,38,6,2,6,1,17,4,3,3,49,-8,3,-8,1,100
66,127,7,63,9,1,0,80,42,6,5,10,1,30,0,0,0,74,77,3,1,2,100
80,146,7,72,40,0,0,100,-7,7,8,43,1,26,2,2,2,29,-8,2,1,0,60
67,156,1,62,5,1,0,89,14,6,5,9,4,56,0,2,2,14,90,1,3,1,67
69,-8,8,31,7,2,1,78,28,6,2,9,2,78,-7,1,1,8,33,1,3,0,80
68,108,5,60,13,1,1,100,-7,6,8,14,1,50,5,0,0,78,-8,2,2,1,100
79,275,0,91,13,0,0,86,6,4,6,14,3,29,6,0,0,0,-8,1,1,0,33
59,139,3,67,27,1,1,100,-7,0,8,28,2,7,0,0,0,39,-8,5,-8,1,50
82,186,4,62,23,0,0,100,-7,7,8,23,3,30,3,3,3,24,41,6,2,0,67
83,181,2,150,5,0,0,100,-7,7,8,10,1,17,-7,1,1,-8,99,1,1,-8,100
86,167,8,79,25,0,0,100,-7,7,8,27,2,37,14,0,0,5,61,3,1,0,67
84,249,2,80,23,0,0,100,-7,7,8,26,2,24,3,2,2,7,66,2,2,1,27
76,132,5,54,24,0,0,96,80,6,6,24,3,17,-7,1,1,15,91,4,2,1,75
65,267,0,101,5,1,1,100,-7,7,8,8,3,57,0,2,2,0,92,0,2,-8,67
71,122,4,75,17,4,4,84,73,6,3,25,3,52,0,1,1,7,76,2,7,0,71
58,149,17,66,16,8,4,61,5,4,2,25,0,29,-7,0,0,19,81,2,2,0,67
72,214,17,61,21,0,0,100,-7,7,8,21,0,33,0,0,0,66,66,7,2,2,64
66,26,2,51,7,0,0,90,4,4,6,3,2,60,-7,2,1,28,77,2,3,0,83
68,217,9,58,32,0,0,100,-7,7,8,28,3,6,-7,1,1,44,-8,13,1,3,67
87,153,38,83,5,0,0,100,-7,7,8,12,0,20,2,1,1,0,-8,1,1,0,67
88,156,17,140,5,0,0,100,-7,7,8,5,0,20,-7,0,0,20,-8,2,1,0,75
59,-8,41,90,4,2,0,50,9,3,5,6,0,83,13,0,0,16,-8,1,1,0,100
88,454,15,119,28,0,0,100,-7,7,8,3,0,33,-8,0,0,3,47,4,2,0,43
72,165,3,69,19,0,0,84,9,4,6,25,3,52,0,3,3,0,95,0,3,0,50
73,73,8,56,15,0,0,100,-7,7,8,4,1,47,-7,1,1,96,68,2,3,1,100
63,325,3,92,29,0,0,93,12,6,6,30,2,52,-7,2,2,63,65,8,4,3,75
78,367,2,113,39,0,0,100,-7,7,8,41,2,20,1,1,1,11,85,16,2,1,69
82,184,22,97,19,0,0,100,-7,7,8,14,0,21,-7,2,2,31,71,3,2,0,71
74,41,6,20,9,0,0,100,-7,7,8,9,3,11,0,1,1,18,81,4,1,0,63
64,162,5,73,4,3,3,67,54,6,2,7,1,33,0,1,1,57,-8,2,1,0,100
82,164,2,108,38,0,0,100,-7,7,8,30,2,15,2,2,2,2,41,2,1,0,17
87,236,2,74,20,0,0,100,-7,7,8,21,4,52,-7,1,1,9,101,1,2,0,43
91,296,49,163,14,0,0,100,-7,7,8,15,0,20,-8,0,0,2,-8,1,-8,0,17
61,149,5,62,21,1,0,77,3,4,5,22,2,45,0,0,0,49,95,3,3,1,55
71,182,20,76,13,1,1,85,16,6,6,14,0,31,19,0,0,35,-8,2,1,1,50
90,244,4,96,31,0,0,100,-7,7,8,31,1,42,0,3,3,2,-8,1,1,0,20
65,206,14,76,25,5,5,88,6,4,6,26,0,69,0,1,1,76,82,2,3,1,100
59,295,12,113,18,0,0,56,2,4,6,43,0,17,-7,0,0,58,19,7,2,3,75
89,404,55,170,7,0,0,100,-7,7,8,8,0,38,-8,0,0,0,-8,1,-8,-8,33
66,371,10,133,23,2,0,79,23,6,5,29,1,55,0,2,2,25,80,2,3,1,86
88,308,17,147,27,0,0,96,-7,5,7,27,0,52,0,0,0,3,55,5,2,0,78
55,222,15,93,18,0,0,67,1,4,6,21,0,19,0,0,0,105,72,11,3,3,82
62,199,2,65,18,0,0,85,22,6,6,20,3,40,-7,5,5,58,82,4,3,1,88
73,337,4,110,6,2,0,67,26,6,5,9,2,67,0,1,1,-8,82,-8,3,-8,100
85,140,11,75,16,0,0,100,-7,7,8,16,1,31,0,0,0,13,20,2,2,0,67
91,252,24,114,11,0,0,100,-7,7,8,25,0,27,-7,0,0,4,39,3,2,0,56
75,386,6,105,27,0,0,96,70,6,6,27,2,48,-7,0,0,28,51,7,3,2,77
72,242,13,87,43,0,0,98,18,6,6,59,0,26,0,2,1,13,81,4,2,2,33
61,73,17,46,8,2,2,100,-7,7,8,10,0,75,0,0,0,-8,-8,-8,-8,-8,-8
65,300,14,112,8,3,2,64,21,6,2,11,0,45,-8,0,0,12,76,2,2,0,57
84,146,57,83,10,0,0,100,-7,7,8,10,0,20,3,1,1,13,-8,1,-8,0,20
64,238,6,99,28,1,0,90,4,3,5,29,1,14,-7,1,1,2,96,2,1,0,18
70,125,2,60,45,0,0,100,-7,7,8,48,2,17,-7,1,1,36,78,7,2,2,47
63,46,2,21,13,0,0,100,-7,7,8,23,5,21,-7,3,3,66,78,7,2,2,75
75,398,7,147,12,1,1,100,-7,6,8,14,2,17,6,0,0,0,97,1,1,0,18
69,192,2,106,27,3,1,88,15,5,4,32,5,53,-7,2,2,15,23,4,4,0,67
80,136,3,49,24,0,0,100,-7,7,8,25,2,20,-7,2,2,11,-8,2,1,0,38
64,180,10,62,21,0,0,95,25,6,6,21,2,29,0,7,6,107,-8,2,1,2,75
71,160,4,68,31,0,0,100,-7,7,8,31,3,35,1,1,1,61,35,5,3,1,80
64,132,3,49,30,0,0,100,-7,7,8,39,3,57,0,4,4,65,75,10,2,2,86
73,71,12,47,9,0,0,89,14,6,6,9,0,67,0,2,2,17,93,1,3,-8,100
72,156,2,53,16,2,0,89,50,6,5,24,1,37,-7,0,0,29,50,2,2,1,44
52,195,4,86,12,5,3,61,2,4,4,19,1,67,0,2,2,25,82,1,4,0,71
81,270,2,94,22,0,0,100,-7,7,8,23,3,39,-7,1,1,6,29,4,2,0,78
69,82,7,46,33,0,0,100,-7,7,8,34,3,32,0,0,0,46,81,7,4,2,73
